MISSION ELAPSED TIME (min),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),EARTH Rx(km)[J2000-EARTH],EARTH Ry(km)[J2000-EARTH],EARTH Rz(km)[J2000-EARTH],EARTH Vx(km/s)[J2000-EARTH],EARTH Vy(km/s)[J2000-EARTH],EARTH Vz(km/s)[J2000-EARTH],MOON Rx(km)[J2000-EARTH],MOON Ry(km)[J2000-EARTH],MOON Rz(km)[J2000-EARTH],MOON Vx(km/s)[J2000-EARTH],MOON Vy(km/s)[J2000-EARTH],MOON Vz(km/s)[J2000-EARTH],DX (km),DY (km),DZ (km),ThrustX (N),ThrustY (N),ThrustZ (N)
17.23648055,-1906.454806,5026.192483,4459.251039,-7.675649078,-1.448052019,-0.067341031,60129.73972,0,0,0,0,0,0,-315912.8914,211231.3225,121052.0714,-0.63043526,-0.669010568,-0.347650503,0.0,0.0,0.0,0.0,0.0,0.0
18.23648055,-2362.702095,4928.894567,4445.895151,-7.527975387,-1.792588909,-0.376352394,60129.73972,0,0,0,0,0,0,-315950.7138,211191.1794,121031.211,-0.630313779,-0.669090481,-0.347696462,0.0,0.0,0.0,0.0,0.0,0.0
19.23648055,-2809.27978,4811.405518,4414.27986,-7.353697992,-2.120947607,-0.675814242,60129.73972,0,0,0,0,0,0,-315988.529,211151.0316,121010.3478,-0.630192285,-0.669170378,-0.347742413,0.0,0.0,0.0,0.0,0.0,0.0
20.23648055,-3244.657942,4674.719569,4365.00765,-7.155023952,-2.432376945,-0.964771208,60129.73972,0,0,0,0,0,0,-316026.3369,211110.879,120989.4819,-0.630070779,-0.669250257,-0.347788355,0.0,0.0,0.0,0.0,0.0,0.0
21.23648055,-3667.438274,4519.870184,4298.733329,-6.934129027,-2.726317053,-1.242432508,60129.73972,0,0,0,0,0,0,-316064.1375,211070.7216,120968.6132,-0.62994926,-0.66933012,-0.347834288,0.0,0.0,0.0,0.0,0.0,0.0
22.23648055,-4076.35148,4347.919174,4216.154538,-6.693134399,-3.002379637,-1.50815892,60129.73972,0,0,0,0,0,0,-316101.9308,211030.5594,120947.7418,-0.62982773,-0.669409967,-0.347880213,0.0,0.0,0.0,0.0,0.0,0.0
23.23648055,-4470.253434,4159.946995,4118.003068,-6.434088495,-3.260328225,-1.76144897,60129.73972,0,0,0,0,0,0,-316139.7168,210990.3924,120926.8676,-0.629706187,-0.669489797,-0.347926129,0.0,0.0,0.0,0.0,0.0,0.0
24.23648055,-4848.120379,3957.044221,4005.037018,-6.158953369,-3.500058919,-2.001924858,60129.73972,0,0,0,0,0,0,-316177.4956,210950.2206,120905.9906,-0.629584631,-0.669569611,-0.347972036,0.0,0.0,0.0,0.0,0.0,0.0
25.23648055,-5209.043443,3740.304141,3878.033793,-5.869595089,-3.721582058,-2.229318554,60129.73972,0,0,0,0,0,0,-316215.267,210910.044,120885.1109,-0.629463064,-0.669649407,-0.348017934,0.0,0.0,0.0,0.0,0.0,0.0
26.23648055,-5552.222675,3510.816431,3737.783925,-5.567777544,-3.925005061,-2.443458358,60129.73972,0,0,0,0,0,0,-316253.0311,210869.8627,120864.2285,-0.629341484,-0.669729188,-0.348063824,0.0,0.0,0.0,0.0,0.0,0.0
27.23648055,-5876.960802,3269.661807,3585.085678,-5.255159138,-4.110516609,-2.64425616,60129.73972,0,0,0,0,0,0,-316290.788,210829.6765,120843.3433,-0.629219892,-0.669808952,-0.348109705,0.0,0.0,0.0,0.0,0.0,0.0
28.23648055,-6182.656865,3017.907591,3420.740395,-4.933291871,-4.278372264,-2.831695548,60129.73972,0,0,0,0,0,0,-316328.5375,210789.4856,120822.4553,-0.629098287,-0.669888699,-0.348155577,0.0,0.0,0.0,0.0,0.0,0.0
29.23648055,-6468.799851,2756.604091,3245.548528,-4.603622351,-4.428881558,-3.005820849,60129.73972,0,0,0,0,0,0,-316366.2798,210749.2899,120801.5646,-0.62897667,-0.669968429,-0.348201441,0.0,0.0,0.0,0.0,0.0,0.0
30.23648055,-6734.962443,2486.781712,3060.3063,-4.267494323,-4.562396518,-3.166727157,60129.73972,0,0,0,0,0,0,-316404.0147,210709.0894,120780.6711,-0.628855041,-0.670048143,-0.348247296,0.0,0.0,0.0,0.0,0.0,0.0
31.23648055,-6980.794954,2209.448722,2865.802933,-3.926152374,-4.679301593,-3.314551359,60129.73972,0,0,0,0,0,0,-316441.7424,210668.8841,120759.7749,-0.6287334,-0.670127841,-0.348293142,0.0,0.0,0.0,0.0,0.0,0.0
32.23648055,-7206.019509,1925.589567,2662.818384,-3.580746503,-4.780004897,-3.449464124,60129.73972,0,0,0,0,0,0,-316479.4627,210628.674,120738.876,-0.628611747,-0.670207522,-0.348338979,0.0,0.0,0.0,0.0,0.0,0.0
33.23648055,-7410.424523,1636.163691,2452.121533,-3.232337288,-4.864930666,-3.57166284,60129.73972,0,0,0,0,0,0,-316517.1758,210588.4592,120717.9743,-0.628490081,-0.670287186,-0.348384808,0.0,0.0,0.0,0.0,0.0,0.0
34.23648055,-7593.859503,1342.104762,2234.468776,-2.881901453,-4.934512844,-3.681365419,60129.73972,0,0,0,0,0,0,-316554.8815,210548.2396,120697.0698,-0.628368403,-0.670366834,-0.348430628,0.0,0.0,0.0,0.0,0.0,0.0
35.23648055,-7756.230186,1044.320257,2010.602951,-2.530337643,-4.989189675,-3.778804918,60129.73972,0,0,0,0,0,0,-316592.58,210508.0152,120676.1626,-0.628246713,-0.670446465,-0.348476439,0.0,0.0,0.0,0.0,0.0,0.0
36.23648055,-7897.494034,743.6913444,1781.25258,-2.178472278,-5.029399205,-3.864224916,60129.73972,0,0,0,0,0,0,-316630.2711,210467.786,120655.2526,-0.62812501,-0.67052608,-0.348522242,0.0,0.0,0.0,0.0,0.0,0.0
37.23648055,-8017.65607,441.0730108,1547.131351,-1.827065381,-5.055575577,-3.937875555,60129.73972,0,0,0,0,0,0,-316667.955,210427.5521,120634.3399,-0.628003295,-0.670605678,-0.348568036,0.0,0.0,0.0,0.0,0.0,0.0
38.23648055,-8116.765072,137.2943871,1308.937834,-1.476816284,-5.068146042,-4.000010195,60129.73972,0,0,0,0,0,0,-316705.6315,210387.3133,120613.4245,-0.627881568,-0.670685259,-0.348613821,0.0,0.0,0.0,0.0,0.0,0.0
39.23648055,-8194.910096,-166.8407631,1067.355371,-1.128369166,-5.067528578,-4.050882604,60129.73972,0,0,0,0,0,0,-316743.3008,210347.0698,120592.5063,-0.627759829,-0.670764824,-0.348659597,0.0,0.0,0.0,0.0,0.0,0.0
40.23648055,-8252.217328,-470.5534292,823.0521261,-0.782318377,-5.054130043,-4.090744632,60129.73972,0,0,0,0,0,0,-316780.9627,210306.8216,120571.5853,-0.627638077,-0.670844372,-0.348705365,0.0,0.0,0.0,0.0,0.0,0.0
41.23648055,-8288.847247,-773.088643,576.6812584,-0.439213522,-5.028344794,-4.119844303,60129.73972,0,0,0,0,0,0,-316818.6173,210266.5685,120550.6616,-0.627516314,-0.670923904,-0.348751124,0.0,0.0,0.0,0.0,0.0,0.0
42.23648055,-8304.992087,-1073.714697,328.8811994,-0.099564283,-4.990553688,-4.13842427,60129.73972,0,0,0,0,0,0,-316856.2647,210226.3107,120529.7352,-0.627394538,-0.671003419,-0.348796874,0.0,0.0,0.0,0.0,0.0,0.0
43.23648055,-8300.87358,-1371.722312,80.27601373,0.236155013,-4.94112344,-4.146720601,60129.73972,0,0,0,0,0,0,-316893.9047,210186.0481,120508.806,-0.627272749,-0.671082917,-0.348842616,0.0,0.0,0.0,0.0,0.0,0.0
44.23648055,-8276.740968,-1666.42378,-168.5241763,0.567501093,-4.880406252,-4.144961838,60129.73972,0,0,0,0,0,0,-316931.5374,210145.7807,120487.8741,-0.627150949,-0.671162399,-0.348888349,0.0,0.0,0.0,0.0,0.0,0.0
45.23648055,-8232.869254,-1957.152085,-416.9227173,0.89405769,-4.808739699,-4.133368303,60129.73972,0,0,0,0,0,0,-316969.1628,210105.5086,120466.9394,-0.627029136,-0.671241865,-0.348934073,0.0,0.0,0.0,0.0,0.0,0.0
46.23648055,-8169.557709,-2243.260027,-664.3359157,1.215431742,-4.726446824,-4.112151614,60129.73972,0,0,0,0,0,0,-317006.7809,210065.2317,120446.002,-0.626907311,-0.671321314,-0.348979788,0.0,0.0,0.0,0.0,0.0,0.0
47.23648055,-8087.128576,-2524.119362,-910.1925063,1.531249817,-4.633836405,-4.081514385,60129.73972,0,0,0,0,0,0,-317044.3917,210024.95,120425.0618,-0.626785474,-0.671400746,-0.349025495,0.0,0.0,0.0,0.0,0.0,0.0
48.63913203,-7939.798306,-2908.441304,-1251.694232,1.977502442,-4.518661328,-4.051248228,59529.04604,0,0,0,0,0,0,-317097.1342,209968.4409,120395.6854,-0.626614558,-0.671512133,-0.349089591,0.0,0.0,0.0,-7.900187339952579,84.4427091494919,72.5689414505232
49.63913203,-7812.08519,-3176.120857,-1493.237622,2.278498027,-4.402397725,-3.998707764,59529.04604,0,0,0,0,0,0,-317134.7274,209928.1478,120374.7387,-0.626492692,-0.671591526,-0.349135276,0.0,0.0,0.0,-26.37306231994795,48.244863934518634,46.969366483127644
50.63913203,-7666.514452,-3436.54064,-1731.362087,2.572698408,-4.276714285,-3.937313264,59529.04604,0,0,0,0,0,0,-317172.3133,209887.8499,120353.7892,-0.626370813,-0.671670901,-0.349180953,0.0,0.0,0.0,-27.563631665655475,45.33395972654738,44.865428101766085
51.63913203,-7503.504192,-3689.143523,-1965.541578,2.859758453,-4.14187814,-3.867236779,59529.04604,0,0,0,0,0,0,-317209.8919,209847.5473,120332.837,-0.626248922,-0.671750261,-0.349226622,0.0,0.0,0.0,0.0,0.0,0.0
52.63913203,-7323.493029,-3933.388136,-2195.260178,3.139339068,-3.998147683,-3.788643966,59529.04604,0,0,0,0,0,0,-317247.4632,209807.2399,120311.882,-0.626127019,-0.671829603,-0.349272281,0.0,0.0,0.0,0.0,0.0,0.0
53.63913203,-7126.939801,-4168.748373,-2420.011724,3.411104897,-3.845773411,-3.70169445,59529.04604,0,0,0,0,0,0,-317285.0271,209766.9277,120290.9243,-0.626005104,-0.671908929,-0.349317932,0.0,0.0,0.0,0.0,0.0,0.0
54.63913203,-6914.323412,-4394.712944,-2639.299462,3.674722153,-3.684998852,-3.606542281,59529.04604,0,0,0,0,0,0,-317322.5838,209726.6108,120269.9639,-0.625883176,-0.671988238,-0.349363574,0.0,0.0,0.0,0.0,0.0,0.0
55.63913203,-6686.142798,-4610.784984,-2852.635728,3.929856562,-3.516061582,-3.503336479,59529.04604,0,0,0,0,0,0,-317360.1331,209686.2891,120249.0007,-0.625761237,-0.672067531,-0.349409207,0.0,0.0,0.0,0.0,0.0,0.0
56.63913203,-6442.917013,-4816.481736,-3059.541662,4.176171412,-3.33919433,-3.392221671,59529.04604,0,0,0,0,0,0,-317397.6751,209645.9627,120228.0348,-0.625639285,-0.672146807,-0.349454832,0.0,0.0,0.0,0.0,0.0,0.0
57.63913203,-6185.185435,-5011.334287,-3259.546969,4.413325706,-3.154626168,-3.273338812,59529.04604,0,0,0,0,0,0,-317435.2098,209605.6315,120207.0661,-0.625517321,-0.672226067,-0.349500448,0.0,0.0,0.0,0.0,0.0,0.0
58.63913203,-5913.508075,-5194.887393,-3452.189722,4.640972414,-2.962583791,-3.146825995,59529.04604,0,0,0,0,0,0,-317472.7372,209565.2956,120186.0947,-0.625395344,-0.67230531,-0.349546055,0.0,0.0,0.0,0.0,0.0,0.0
59.63913203,-5628.465986,-5366.699371,-3637.016213,4.858756819,-2.763292884,-3.012819353,59529.04604,0,0,0,0,0,0,-317510.2573,209524.9549,120165.1206,-0.625273356,-0.672384536,-0.349591653,0.0,0.0,0.0,0.0,0.0,0.0
60.63913203,-5330.661775,-5526.34209,-3813.580871,5.066314949,-2.556979596,-2.871454055,59529.04604,0,0,0,0,0,0,-317547.77,209484.6094,120144.1437,-0.625151355,-0.672463746,-0.349637243,0.0,0.0,0.0,0.0,0.0,0.0
61.63913203,-5020.720203,-5673.401036,-3981.446231,5.263272108,-2.343872109,-2.722865403,59529.04604,0,0,0,0,0,0,-317585.2754,209444.2592,120123.1641,-0.625029342,-0.672542939,-0.349682824,0.0,0.0,0.0,0.0,0.0,0.0
62.63913203,-4699.288868,-5807.475493,-4140.182983,5.449241503,-2.124202321,-2.567190031,59529.04604,0,0,0,0,0,0,-317622.7735,209403.9043,120102.1818,-0.624907317,-0.672622116,-0.349728396,0.0,0.0,0.0,0.0,0.0,0.0
63.63913203,-4367.038972,-5928.178812,-4289.370084,5.623822963,-1.898207648,-2.404567226,59529.04604,0,0,0,0,0,0,-317660.2643,209363.5446,120081.1967,-0.62478528,-0.672701276,-0.349773959,0.0,0.0,0.0,0.0,0.0,0.0
64.63913203,-4024.666155,-6035.138804,-4428.594965,5.786601781,-1.66613295,-2.235140366,59529.04604,0,0,0,0,0,0,-317697.7478,209323.1801,120060.2089,-0.624663231,-0.672780419,-0.349819514,0.0,0.0,0.0,0.0,0.0,0.0
65.63913203,-3672.891406,-6127.998246,-4557.453823,5.937147661,-1.428232603,-2.05905849,59529.04604,0,0,0,0,0,0,-317735.2239,209282.8109,120039.2184,-0.624541169,-0.672859546,-0.34986506,0.0,0.0,0.0,0.0,0.0,0.0
66.63913203,-3312.462019,-6206.415516,-4675.552006,6.075013815,-1.184772712,-1.876478018,59529.04604,0,0,0,0,0,0,-317772.6927,209242.437,120018.2251,-0.624419096,-0.672938656,-0.349910597,0.0,0.0,0.0,0.0,0.0,0.0
67.63913203,-2944.152611,-6270.065373,-4782.504519,6.199736204,-0.936033483,-1.68756462,59529.04604,0,0,0,0,0,0,-317810.1542,209202.0583,119997.2291,-0.62429701,-0.673017749,-0.349956126,0.0,0.0,0.0,0.0,0.0,0.0
68.63913203,-2568.766175,-6318.639872,-4877.936632,6.310832967,-0.682311771,-1.492495256,59529.04604,0,0,0,0,0,0,-317847.6084,209161.6748,119976.2304,-0.624174912,-0.673096826,-0.350001646,0.0,0.0,0.0,0.0,0.0,0.0
69.63913203,-2187.135157,-6351.849445,-4961.484629,6.407804052,-0.423923792,-1.291460394,59529.04604,0,0,0,0,0,0,-317885.0552,209121.2867,119955.2289,-0.624052802,-0.673175887,-0.350047157,0.0,0.0,0.0,0.0,0.0,0.0
70.63913203,-1800.122557,-6369.424154,-5032.796685,6.490131098,-0.161208041,-1.084666421,59529.04604,0,0,0,0,0,0,-317922.4947,209080.8937,119934.2247,-0.623930679,-0.67325493,-0.350092659,0.0,0.0,0.0,0.0,0.0,0.0
71.63913203,-1408.623024,-6371.115113,-5091.533901,6.557277598,0.105471616,-0.872338257,59529.04604,0,0,0,0,0,0,-317959.9269,209040.4961,119913.2178,-0.623808545,-0.673333957,-0.350138153,0.0,0.0,0.0,0.0,0.0,0.0
72.63913203,-1013.563928,-6356.696112,-5137.371501,6.6086894,0.375722635,-0.654722189,59529.04604,0,0,0,0,0,0,-317997.3517,209000.0937,119892.2081,-0.623686398,-0.673412968,-0.350183637,0.0,0.0,0.0,0.0,0.0,0.0
73.63913203,-615.9063979,-6325.96544,-5170.000201,6.6437956,0.649120302,-0.432088917,59529.04604,0,0,0,0,0,0,-318034.7692,208959.6865,119871.1957,-0.623564239,-0.673491962,-0.350229114,0.0,0.0,0.0,0.0,0.0,0.0
74.63913203,-216.6462854,-6278.747928,-5189.127775,6.662009891,0.92520404,-0.204736845,59529.04604,0,0,0,0,0,0,-318072.1794,208919.2746,119850.1806,-0.623442068,-0.673570939,-0.350274581,0.0,0.0,0.0,-65.8422187770495,59.34595123022637,66.70497158772193
75.63913203,183.1849617,-6214.897211,-5194.480816,6.662732444,1.203473534,0.02700441,59529.04604,0,0,0,0,0,0,-318109.5823,208878.858,119829.1628,-0.623319885,-0.6736499,-0.35032004,0.0,0.0,0.0,-116.0077890356331,161.6955050790267,164.8489173918888
76.63913203,582.5195612,-6134.298238,-5185.806727,6.645352401,1.483384694,0.262770271,59529.04604,0,0,0,0,0,0,-318146.9778,208838.4366,119808.1422,-0.62319769,-0.673728844,-0.350365489,0.0,0.0,0.0,-229.59884891445407,16.132123108430847,-21.00944235703715
77.63913203,980.2528268,-6036.87002,-5162.875933,6.609251078,1.764345475,0.502157236,59529.04604,0,0,0,0,0,0,-318184.366,208798.0105,119787.1189,-0.623075483,-0.673807771,-0.350410931,0.0,0.0,0.0,-74.39423263529422,28.88310123905496,43.91526515490617
78.63913203,1375.242814,-5922.568637,-5125.484337,6.553805964,2.045711601,0.744718718,59529.04604,0,0,0,0,0,0,-318221.7469,208757.5797,119766.0929,-0.622953263,-0.673886682,-0.350456363,0.0,0.0,0.0,-135.2114769463035,-86.0595167170711,-130.77521736223778
79.63913203,1766.310234,-5791.390497,-5073.456042,6.478395644,2.326782251,0.989960702,59529.04604,0,0,0,0,0,0,-318259.1204,208717.1441,119745.0642,-0.622831032,-0.673965576,-0.350501787,0.0,0.0,0.0,0.0,0.0,0.0
80.63913203,2152.23869,-5643.375866,-5006.646323,6.382405742,2.60679576,1.23733728,59529.04604,0,0,0,0,0,0,-318296.4866,208676.7038,119724.0327,-0.622708788,-0.674044453,-0.350547202,0.0,0.0,0.0,0.0,0.0,0.0
81.63913203,2531.775311,-5478.612637,-4924.944882,6.265236014,2.884925444,1.486246109,59529.04604,0,0,0,0,0,0,-318333.8455,208636.2588,119702.9985,-0.622586532,-0.674123314,-0.350592608,0.0,0.0,0.0,0.0,0.0,0.0
82.63913203,2903.631839,-5297.240354,-4828.279368,6.126308712,3.16027565,1.736023871,59529.04604,0,0,0,0,0,0,-318371.197,208595.809,119681.9616,-0.622464264,-0.674202159,-0.350638005,0.0,0.0,0.0,-134.50855459735055,-94.42216090801485,-152.08399987370103
83.63913203,3266.486266,-5099.454462,-4716.619167,5.965078329,3.431878167,1.985941844,59529.04604,0,0,0,0,0,0,-318408.5412,208555.3546,119660.9219,-0.622341984,-0.674280986,-0.350683394,0.0,0.0,0.0,0.0,0.0,0.0
84.63913203,3618.985099,-4885.510752,-4589.97946,5.781042846,3.698689183,2.235201684,59529.04604,0,0,0,0,0,0,-318445.878,208514.8953,119639.8796,-0.622219692,-0.674359797,-0.350728774,0.0,0.0,0.0,-130.19153671940012,-71.82964477092348,-98.38198096268025
85.63913203,3959.746345,-4655.729972,-4448.425512,5.57375657,3.959586959,2.482931606,59529.04604,0,0,0,0,0,0,-318483.2075,208474.4314,119618.8345,-0.622097388,-0.674438592,-0.350774145,0.0,0.0,0.0,-393.8473561164818,-362.5087476236238,-614.7333633348765
86.63913203,4287.363317,-4410.502549,-4292.077183,5.34284463,4.213370479,2.728183115,59529.04604,0,0,0,0,0,0,-318520.5297,208433.9627,119597.7867,-0.621975071,-0.67451737,-0.350819507,0.0,0.0,0.0,-133.5390795350197,-97.17371032441577,-159.55441395859904
87.63913203,4600.40936,-4150.293355,-4121.113606,5.088019162,4.458759337,2.969928546,59529.04604,0,0,0,0,0,0,-318557.8445,208393.4893,119576.7361,-0.621852743,-0.674596131,-0.350864861,0.0,0.0,0.0,-133.5390795350197,-97.17371032441577,-159.55441395859904
88.63913203,4897.443603,-3875.646439,-3935.77799,4.809097167,4.69439516,3.207059636,59529.04604,0,0,0,0,0,0,-318595.152,208353.0112,119555.6829,-0.621730402,-0.674674875,-0.350910206,0.0,0.0,0.0,-268.04763413237026,-191.5958712324306,-311.63841383230005
89.63913203,5177.017819,-3587.189611,-3736.382462,4.506019923,4.91884491,3.438387458,59529.04604,0,0,0,0,0,0,-318632.4522,208312.5283,119534.6269,-0.621608049,-0.674753603,-0.350955542,0.0,0.0,0.0,-698.1602501903077,-537.1042962111314,-835.3319776138097
90.63913203,5437.684504,-3285.638774,-3523.31287,4.178873777,5.130606416,3.662644012,59529.04604,0,0,0,0,0,0,-318669.745,208272.0407,119513.5682,-0.621485685,-0.674832315,-0.351000869,0.0,0.0,0.0,-509.98618148040947,-415.7216702867281,-720.7081835035219
91.63913203,5678.006233,-2971.801836,-3297.033429,3.827912,5.328116508,3.878485848,59529.04604,0,0,0,0,0,0,-318707.0305,208231.5484,119492.5068,-0.621363308,-0.674911009,-0.351046188,0.0,0.0,0.0,-445.9230788607022,-501.5536985733003,-663.5332013526478
92.63913203,5896.566344,-2646.582059,-3058.09108,3.453577262,5.509762088,4.084500053,59529.04604,0,0,0,0,0,0,-318744.3086,208191.0514,119471.4427,-0.621240919,-0.674989687,-0.351091498,0.0,0.0,0.0,-313.2709989120978,-625.7531093152828,-433.81023153303465
93.63913203,6091.980981,-2310.980638,-2807.119416,3.056524141,5.673894458,4.279212957,59529.04604,0,0,0,0,0,0,-318781.5794,208150.5497,119450.3758,-0.621118517,-0.675068349,-0.351136799,0.0,0.0,0.0,-171.52936251568843,-426.59765180200526,-305.71996877410965
94.63913203,6262.912469,-1966.09832,-2544.841983,2.637640931,5.818847142,4.46110185,59529.04604,0,0,0,0,0,0,-318818.8428,208110.0432,119429.3063,-0.620996104,-0.675146993,-0.351182092,0.0,0.0,0.0,-90.3514579182338,-250.73057041410797,-182.1159005804423
95.63913203,6408.083954,-1613.135849,-2272.074799,2.198069881,5.942957329,4.628609954,59529.04604,0,0,0,0,0,0,-318856.0989,208069.532,119408.234,-0.620873679,-0.675225622,-0.351227375,0.0,0.0,0.0,-21.72280619987938,-64.57226248769364,-47.330462565992285
96.63913203,6526.295185,-1253.39301,-1989.727857,1.739224854,6.044590948,4.780164797,59529.04604,0,0,0,0,0,0,-318893.3477,208029.0161,119387.159,-0.620751242,-0.675304233,-0.35127265,0.0,0.0,0.0,-19.86098964604312,-65.89660467886999,-48.812351850041274
97.63913203,6616.43925,-888.2660616,-1698.805436,1.262805323,6.12217122,4.914200014,59529.04604,0,0,0,0,0,0,-318930.5891,207988.4955,119366.0813,-0.620628792,-0.675382828,-0.351317917,0.0,0.0,0.0,-52.77097074084455,-201.59074580927282,-151.0349664571413
98.63913203,6677.520019,-519.2433684,-1400.40499,0.770805548,6.174210344,5.029180488,59529.04604,0,0,0,0,0,0,-318967.8231,207947.9702,119345.0008,-0.620506331,-0.675461406,-0.351363174,0.0,0.0,0.0,-122.18986508855079,-622.2008859617213,-474.65475831422026
99.63913203,6708.669958,-147.8990401,-1095.714446,0.265517724,6.199343792,5.123630556,59529.04604,0,0,0,0,0,0,-319005.0498,207907.4402,119323.9177,-0.620383857,-0.675539968,-0.351408423,0.0,0.0,0.0,-29.933587991127272,-573.1138127564615,-423.6245496624291
100.1082326,6712.758423,26.63310567,-950.9746977,0.024630746,6.201514065,5.160465676,59454.07604,0,0,0,0,0,0,-319022.5104,207888.4259,119314.0266,-0.620326401,-0.675576815,-0.351429646,0.0,0.0,0.0,1.9086347153951,-472.6860420822377,-280.93557594276876
101.1082326,6696.992724,400.4799717,-637.3789476,-0.551598795,6.255539942,5.28917081,57996.93593,0,0,0,0,0,0,-319059.7263,207847.8889,119292.9395,-0.620203909,-0.675655352,-0.351474882,0.0,0.0,0.0,51.26400719684708,-62.43234826680463,-16.021663216818947
102.1082326,6646.420776,776.745842,-316.7141186,-1.135099154,6.281967796,5.395881325,56539.79583,0,0,0,0,0,0,-319096.9348,207807.3472,119271.8496,-0.620081406,-0.675733873,-0.351520109,0.0,0.0,0.0,89.15737568637385,-110.54600210339567,-104.0909407161812
103.1082326,6560.698231,1153.744249,9.661088304,-1.722708833,6.279811284,5.479309872,55082.65572,0,0,0,0,0,0,-319134.136,207766.8008,119250.7571,-0.61995889,-0.675812377,-0.351565327,0.0,0.0,0.0,29.79267381495666,-68.3240218427734,-60.27454787737414
104.1082326,6439.688501,1529.736707,340.314087,-2.310658279,6.248343317,5.538297273,53625.51561,0,0,0,0,0,0,-319171.3299,207726.2497,119229.6618,-0.619836363,-0.675890864,-0.351610536,0.0,0.0,0.0,0.0,0.0,0.0
105.1082326,6283.499912,1902.952138,673.7492394,-2.894553959,6.187227752,5.571920608,52168.3755,0,0,0,0,0,0,-319208.5164,207685.6939,119208.5638,-0.619713823,-0.675969335,-0.351655737,0.0,0.0,0.0,154.33033705864193,-166.13205578478897,-160.57490899545073
